reference|marque|modele|annee|couleur|carburant|kilometrage|immatriculation|ville|prix|qte_initial
VEH-22902|Opel|Grandland|2015|Orange fusion|Electrique|174956|26-FIO-269|Nice|11264|6
VEH-22903|Nissan|Micra|2024|Beige sable|Essence|90013|34-XKU-962|Montpellier|14448|1
VEH-22904|Fiat|500|2016|Orange fusion|GPL|130749|70-SXR-481|Mulhouse|54732|1
VEH-22905|BMW|X3|2023|Bleu intense|Diesel|118576|62-BCS-467|Angers|19019|4
VEH-22906|Kia|Ceed|2022|Vert olive|Electrique|144267|80-ZDL-792|Tours|44537|6
VEH-22907|Renault|Megane E-Tech|2025|Argent|Hybride|86208|81-MPJ-817|Annecy|31135|8
VEH-22908|Opel|Corsa|2024|Argent|Hybride|97360|41-GER-121|Aix-en-Provence|14886|1
VEH-22909|BMW|X3|2019|Blanc nacre|GPL|20958|52-DGB-603|Paris|13833|4
VEH-22910|Kia|EV6|2021|Violet royal|Electrique|153521|49-KUF-957|Villeurbanne|41552|1
VEH-22911|Nissan|Qashqai|2024|Argent|GPL|110813|81-IWR-272|Toulouse|32516|8
VEH-22912|Opel|Corsa|2023|Violet royal|Hybride|80805|84-HTL-875|Lyon|28776|5
VEH-22913|Dacia|Sandero|2024|Blanc nacre|Hybride|75287|23-CBO-367|Martigues|53322|8
VEH-22914|Mini|Cooper|2021|Noir perla|Diesel|23814|74-DRK-957|Perpignan|16359|2
VEH-22915|Ford|Mustang Mach-E|2025|Noir perla|Essence|9998|20-IHL-266|Angers|57735|7
VEH-22916|Citroen|C4|2025|Violet royal|GPL|16721|89-IQD-355|Amiens|38132|2
VEH-22917|Kia|EV6|2025|Noir perla|Electrique|190061|28-CHZ-251|Strasbourg|53308|8
VEH-22918|Peugeot|308|2018|Gris platine|Hybride|55702|51-OAJ-620|Lille|11779|7
VEH-22919|Peugeot|3008|2023|Argent|GPL|59993|20-HVB-649|Limoges|13288|3
VEH-22920|Dacia|Jogger|2021|Violet royal|Diesel|90423|32-BJT-399|Le Havre|55120|8
VEH-22921|Hyundai|Kona|2025|Rouge flamme|Essence|106887|59-VUF-634|Rennes|35081|2
VEH-22922|Toyota|Corolla|2018|Rouge flamme|Hybride|60670|28-VMD-279|Paris|59943|2
VEH-22923|Volkswagen|Tiguan|2023|Beige sable|Electrique|175663|84-ZXL-737|Rennes|45203|7
VEH-22924|Mini|Countryman|2025|Rouge flamme|GPL|196168|84-CQY-645|Rennes|24281|5
VEH-22925|Volkswagen|T-Roc|2025|Orange fusion|Hybride|186949|41-LYD-617|Nantes|21597|8
VEH-22926|Mercedes|Classe A|2021|Beige sable|Hybride|7268|56-YGR-587|Nantes|37507|5
VEH-22927|Kia|EV6|2017|Rouge flamme|Diesel|128884|41-QJN-527|Valence|48387|2
VEH-22928|Hyundai|Kona|2024|Orange fusion|Essence|21771|32-EHN-130|Clermont-Ferrand|39823|4
VEH-22929|Volkswagen|Golf|2019|Gris platine|Diesel|149295|69-QGO-312|Lyon|33477|4
VEH-22930|Seat|Ateca|2017|Violet royal|GPL|191725|40-NYU-454|Mulhouse|58945|7
VEH-22931|Mini|Countryman|2023|Bleu intense|GPL|42393|80-OXP-608|Perpignan|47935|8
VEH-22932|Seat|Arona|2025|Gris platine|GPL|144819|35-MPE-819|Annecy|20669|4
VEH-22933|Hyundai|Tucson|2024|Gris platine|Electrique|130478|49-XWZ-532|Bordeaux|9538|4
VEH-22934|Dacia|Spring|2022|Rouge flamme|GPL|83604|51-TWZ-790|Villeurbanne|43750|2
VEH-22935|Mini|Cooper|2023|Argent|GPL|60274|75-FXS-912|Reims|56235|8
VEH-22936|Audi|Q3|2015|Gris platine|Electrique|176813|56-LBP-513|Valence|19258|6
VEH-22937|Renault|Twingo|2021|Noir perla|Hybride|41553|88-QVF-515|Dijon|23670|8
VEH-22938|Fiat|Panda|2025|Bleu intense|Diesel|91331|22-WLL-150|Dijon|55759|6
VEH-22939|Fiat|Panda|2019|Argent|Hybride|91085|40-IPF-673|Lille|50956|6
VEH-22940|Volkswagen|Polo|2025|Gris platine|Electrique|61307|15-KKB-378|Caen|59691|2
VEH-22941|Mercedes|Classe A|2025|Argent|Electrique|20395|92-SHZ-467|Saint-Etienne|10423|4
VEH-22942|Fiat|Panda|2020|Orange fusion|GPL|179523|93-MPO-556|Metz|11259|7
VEH-22943|Fiat|Tipo|2024|Beige sable|GPL|171275|57-PEM-486|Brest|26219|8
VEH-22944|Nissan|Micra|2024|Argent|Diesel|163321|11-DSF-532|Limoges|31388|4
VEH-22945|Peugeot|208|2025|Noir perla|GPL|195491|38-QGA-831|Lyon|23794|8
VEH-22946|Peugeot|2008|2020|Bleu intense|GPL|8978|73-UWH-563|Saint-Etienne|54674|2
VEH-22947|Audi|A1|2019|Argent|Hybride|155788|71-AOZ-743|Nice|12429|8
VEH-22948|Audi|A3|2022|Bleu intense|Diesel|15146|85-QLL-328|Martigues|37295|4
VEH-22949|Renault|Twingo|2021|Argent|Hybride|86659|70-BWO-905|Montpellier|36565|2
VEH-22950|Mercedes|Classe C|2016|Violet royal|GPL|56531|86-XZK-307|Tours|32249|4
VEH-22951|Peugeot|5008|2022|Bleu intense|Diesel|46472|59-MAG-355|Le Mans|31166|4
VEH-22952|Citroen|C4|2016|Noir perla|GPL|16285|77-DML-476|Bordeaux|57140|3
VEH-22953|Dacia|Jogger|2024|Argent|GPL|60068|40-BWU-730|Marseille|49798|1
VEH-22954|Nissan|Leaf|2024|Noir perla|Electrique|95352|84-OQK-182|Amiens|29611|6
VEH-22955|Opel|Astra|2021|Rouge flamme|Essence|125164|76-HZA-913|Toulouse|10885|1
VEH-22956|Opel|Grandland|2017|Rouge flamme|Diesel|123583|11-RZQ-776|Lyon|37809|7
VEH-22957|Peugeot|5008|2017|Gris platine|Electrique|182702|46-MOM-127|Caen|45878|7
VEH-22958|Audi|A3|2018|Blanc nacre|Electrique|169742|81-NSC-245|Besancon|9046|6
VEH-22959|Audi|A3|2015|Orange fusion|Diesel|171577|64-XRR-613|Limoges|15838|8
VEH-22960|BMW|Serie 3|2015|Rouge flamme|Hybride|54431|43-GTO-765|Montpellier|33947|6
VEH-22961|Peugeot|208|2019|Argent|GPL|47208|36-RPB-484|Bordeaux|9603|1
VEH-22962|Seat|Ibiza|2020|Vert olive|Electrique|24012|29-YEP-782|Angers|27052|5
VEH-22963|Dacia|Jogger|2017|Noir perla|GPL|115506|38-NUZ-153|Saint-Etienne|43633|1
VEH-22964|Audi|A3|2018|Gris platine|Diesel|118120|97-ROK-972|Martigues|22514|5
VEH-22965|Mini|Countryman|2022|Bleu intense|Essence|184219|82-PPO-621|Villeurbanne|15146|4
VEH-22966|Toyota|C-HR|2025|Bleu intense|Essence|162244|39-NBL-746|Aix-en-Provence|48669|7
VEH-22967|Citroen|C5 Aircross|2023|Gris platine|Electrique|20094|42-DPH-763|Marseille|35738|2
VEH-22968|Seat|Arona|2025|Bleu intense|GPL|50094|94-UVV-789|Hyeres|22036|5
VEH-22969|Toyota|Aygo X|2018|Violet royal|GPL|131382|48-FST-138|Toulon|37344|7
VEH-22970|Hyundai|i30|2021|Vert olive|Electrique|181126|93-CHM-142|Bordeaux|42089|2
VEH-22971|Dacia|Jogger|2022|Beige sable|GPL|118590|69-HEY-200|Strasbourg|14501|2
VEH-22972|Seat|Arona|2022|Violet royal|Essence|108712|45-MRL-738|Perpignan|32335|8
VEH-22973|Ford|Kuga|2021|Argent|Electrique|115034|98-OTI-373|Brest|18652|6
VEH-22974|Audi|A1|2019|Noir perla|GPL|158217|66-FUH-953|Besancon|45925|2
VEH-22975|Mercedes|Classe A|2018|Bleu intense|Essence|68849|79-WJP-968|Paris|28544|7
VEH-22976|Audi|Q5|2024|Argent|Essence|134561|44-BHH-533|Rouen|34255|7
VEH-22977|Opel|Mokka|2017|Orange fusion|Electrique|5351|56-WPA-735|Reims|52757|8
VEH-22978|Kia|Ceed|2022|Blanc nacre|GPL|44522|46-IYG-373|Amiens|31508|8
VEH-22979|Kia|EV6|2016|Noir perla|Essence|151249|97-LNB-695|Montpellier|45765|3
VEH-22980|Dacia|Jogger|2020|Blanc nacre|Hybride|68049|34-BYP-333|Hyeres|48498|4
VEH-22981|Nissan|Qashqai|2020|Argent|GPL|178936|40-ZEL-892|Clermont-Ferrand|36593|8
VEH-22982|Opel|Grandland|2025|Argent|Electrique|112769|94-ZZV-215|Paris|27631|5
VEH-22983|Citroen|C4|2021|Argent|Diesel|58520|63-MUB-330|Nimes|56758|4
VEH-22984|Mini|Clubman|2019|Orange fusion|Diesel|9648|51-EKZ-686|Rouen|12667|2
VEH-22985|Dacia|Sandero|2015|Blanc nacre|Essence|7499|37-III-573|Perpignan|23419|5
VEH-22986|Audi|Q2|2023|Vert olive|Essence|166336|18-RNP-432|Martigues|51748|2
VEH-22987|Volkswagen|Golf|2023|Vert olive|Essence|86284|11-DBY-279|Saint-Etienne|30347|6
VEH-22988|Peugeot|408|2024|Violet royal|Hybride|122670|24-VBM-488|Marseille|25909|2
VEH-22989|Opel|Astra|2018|Blanc nacre|Hybride|11691|96-PKP-346|Nice|10130|6
VEH-22990|Citroen|C4|2017|Argent|Hybride|81681|28-MRC-655|Mulhouse|24121|4
VEH-22991|BMW|X1|2019|Orange fusion|Hybride|78468|87-EOM-816|Martigues|59973|1
VEH-22992|Renault|Megane E-Tech|2015|Bleu intense|Hybride|65714|60-VGM-414|Bordeaux|35713|4
VEH-22993|BMW|X3|2015|Argent|Hybride|197898|72-VJX-690|Marseille|55793|7
VEH-22994|Fiat|Panda|2015|Violet royal|GPL|148513|54-GJF-761|Caen|52764|3
VEH-22995|Fiat|500|2015|Noir perla|Diesel|131552|59-EOQ-960|Villeurbanne|49013|5
VEH-22996|Volkswagen|T-Roc|2017|Beige sable|Hybride|197005|82-NHL-458|Le Havre|36293|8
VEH-22997|Nissan|Micra|2016|Noir perla|Electrique|101335|55-EAH-851|Toulon|8033|6
VEH-22998|Kia|Picanto|2023|Violet royal|Electrique|144117|12-YZF-547|Mulhouse|58679|4
VEH-22999|Fiat|500|2016|Argent|Hybride|99095|15-XFC-902|Strasbourg|18376|4
VEH-23000|Nissan|Leaf|2025|Orange fusion|Electrique|81145|89-HVK-952|Caen|58993|4
VEH-23001|Volkswagen|Passat|2025|Rouge flamme|Hybride|115292|83-FSF-385|Perpignan|22791|3
VEH-23002|Kia|Niro|2023|Vert olive|Electrique|126574|99-ERD-300|Le Havre|34601|8
VEH-23003|BMW|Serie 1|2019|Rouge flamme|Essence|45607|36-VJP-689|Metz|51454|5
VEH-23004|Mini|Clubman|2018|Rouge flamme|Electrique|81488|33-HIC-578|Hyeres|41877|2
VEH-23005|Mercedes|Classe C|2017|Violet royal|Hybride|69280|81-JQJ-608|Angers|29031|5
VEH-23006|Audi|A3|2024|Blanc nacre|Hybride|124265|97-CPP-119|Villeurbanne|13934|4
VEH-23007|BMW|Serie 3|2015|Rouge flamme|GPL|72481|67-WWO-587|Le Mans|13851|5
VEH-23008|Mini|Countryman|2017|Vert olive|Essence|45469|49-RDL-908|Limoges|27307|4
VEH-23009|Citroen|C3|2018|Orange fusion|Electrique|191979|55-USB-811|Villeurbanne|56642|2
VEH-23010|Nissan|Juke|2016|Orange fusion|Diesel|141307|71-BCW-531|Tours|16587|6
VEH-23011|Opel|Mokka|2016|Gris platine|GPL|139108|36-ICL-604|Marseille|52381|5
VEH-23012|Mercedes|Classe A|2025|Beige sable|Diesel|183316|59-LUC-886|Strasbourg|18874|3
VEH-23013|Peugeot|208|2023|Noir perla|Electrique|142665|90-DFF-983|Perpignan|48472|5
VEH-23014|Peugeot|408|2020|Noir perla|GPL|168404|68-OIG-345|Marseille|49221|2
VEH-23015|Kia|Sportage|2017|Orange fusion|Hybride|181502|76-JAN-629|Clermont-Ferrand|8313|3
VEH-23016|Audi|A1|2016|Bleu intense|Hybride|98828|80-OBX-718|Lyon|22743|6
VEH-23017|Peugeot|208|2018|Blanc nacre|Diesel|70188|25-KKU-685|Bordeaux|37077|8
VEH-23018|BMW|X3|2016|Blanc nacre|Hybride|90978|80-KVT-207|Mulhouse|10508|1
VEH-23019|Hyundai|Tucson|2021|Rouge flamme|GPL|31872|80-GEY-970|Amiens|20469|8
VEH-23020|Mini|Countryman|2019|Gris platine|Diesel|52624|73-MWV-753|Paris|39805|4
VEH-23021|Fiat|500|2017|Gris platine|GPL|45144|58-GPW-927|Angers|19153|2
VEH-23022|Mini|Cooper|2019|Beige sable|GPL|43111|40-WCJ-408|Nantes|49244|4
VEH-23023|Renault|Clio V|2025|Gris platine|Diesel|55377|57-MUO-214|Strasbourg|41222|2
VEH-23024|Dacia|Duster|2019|Noir perla|Hybride|164808|46-INL-930|Rouen|45173|7
VEH-23025|Audi|Q3|2021|Noir perla|GPL|34436|19-RVI-981|Martigues|49568|1
VEH-23026|Hyundai|Ioniq 5|2017|Noir perla|GPL|129670|93-JOT-739|Grenoble|15143|5
VEH-23027|Renault|Clio V|2016|Noir perla|GPL|36773|63-FVV-533|Nice|11785|1
VEH-23028|Hyundai|i30|2020|Blanc nacre|Diesel|20254|90-VMY-667|Amiens|22658|5
VEH-23029|Dacia|Spring|2023|Rouge flamme|GPL|110879|90-JIT-474|Dijon|57973|8
VEH-23030|Hyundai|Kona|2021|Gris platine|Diesel|169035|72-DDR-198|Caen|46803|2
VEH-23031|Peugeot|208|2021|Bleu intense|Hybride|28484|61-UCF-441|Valence|59169|6
VEH-23032|Toyota|C-HR|2016|Orange fusion|Diesel|22207|81-XDD-550|Rouen|56876|2
VEH-23033|Toyota|Aygo X|2019|Noir perla|Essence|15657|85-EFS-694|Nantes|43180|2
VEH-23034|Dacia|Jogger|2018|Blanc nacre|Hybride|125316|95-LNC-579|Brest|10992|5
VEH-23035|Fiat|600|2020|Orange fusion|Electrique|183149|54-TVL-685|Annecy|19392|3
VEH-23036|Audi|A1|2024|Bleu intense|Diesel|195517|63-GNC-333|Tours|12176|3
VEH-23037|Ford|Focus|2015|Bleu intense|GPL|185653|50-PFN-517|Clermont-Ferrand|52781|6
VEH-23038|Toyota|C-HR|2023|Gris platine|Hybride|159260|39-AUP-859|Montpellier|39246|7
VEH-23039|BMW|Serie 1|2018|Noir perla|Electrique|198346|39-GXS-458|Angers|10132|5
VEH-23040|Hyundai|Tucson|2016|Vert olive|Electrique|91224|62-DGQ-670|Toulon|33722|2
VEH-23041|Mercedes|Classe A|2021|Bleu intense|Electrique|147151|35-NMW-450|Besancon|41558|5
VEH-23042|Fiat|500|2021|Beige sable|Essence|94074|70-BGV-454|Villeurbanne|38825|8
VEH-23043|Fiat|500|2023|Bleu intense|Diesel|61554|10-JMT-447|Le Havre|31767|6
VEH-23044|Volkswagen|Polo|2017|Vert olive|Essence|36838|84-JJN-654|Le Mans|13629|1
VEH-23045|Opel|Corsa|2022|Bleu intense|Essence|169476|86-TWD-307|Brest|39209|7
VEH-23046|Hyundai|Tucson|2022|Argent|Diesel|150906|22-EYN-446|Marseille|42359|1
VEH-23047|Fiat|Panda|2016|Violet royal|Essence|22606|36-FSU-351|Annecy|34386|2
VEH-23048|Kia|Sportage|2022|Violet royal|Electrique|74450|32-XJD-270|Metz|39748|3
VEH-23049|Kia|Niro|2019|Orange fusion|Hybride|16322|97-XFR-365|Annecy|39777|2
VEH-23050|Peugeot|2008|2025|Orange fusion|Hybride|110225|69-LKZ-282|Paris|20454|6
VEH-23051|Ford|Mustang Mach-E|2015|Violet royal|Essence|70798|76-IJI-908|Hyeres|14556|5
VEH-23052|Kia|Picanto|2022|Vert olive|Electrique|5227|18-PTD-630|Rouen|39969|8
VEH-23053|Volkswagen|Polo|2017|Orange fusion|Essence|175293|60-ECS-398|Angers|57813|2
VEH-23054|Seat|Ateca|2023|Orange fusion|Hybride|69716|65-MAZ-860|Valence|56662|6
VEH-23055|Opel|Grandland|2024|Violet royal|Hybride|169843|93-JSN-881|Lyon|41901|5
VEH-23056|Kia|Sportage|2015|Blanc nacre|Diesel|86452|54-JUC-984|Angers|40753|1
VEH-23057|Kia|Niro|2015|Beige sable|Diesel|97380|41-QTE-481|Strasbourg|34289|8
VEH-23058|Renault|Scenic E-Tech|2025|Beige sable|Electrique|161835|12-NSV-418|Tours|45038|7
VEH-23059|Ford|Puma|2015|Bleu intense|Hybride|34861|71-KAH-427|Tours|49492|2
VEH-23060|Seat|Ateca|2024|Bleu intense|Diesel|25273|22-NPO-674|Mulhouse|54942|1
VEH-23061|Nissan|Micra|2017|Beige sable|GPL|79568|61-ABQ-461|Nice|8237|3
VEH-23062|Peugeot|408|2022|Beige sable|Diesel|109843|32-JMG-445|Annecy|37776|3
VEH-23063|Mini|Countryman|2019|Violet royal|Hybride|165958|13-RBA-338|Paris|51454|5
VEH-23064|Nissan|Qashqai|2018|Beige sable|Diesel|82979|36-VNK-936|Brest|30723|4
VEH-23065|Seat|Leon|2018|Gris platine|Hybride|87347|63-YPB-753|Tours|20878|7
VEH-23066|Renault|Scenic E-Tech|2024|Argent|GPL|83763|73-WNE-708|Lyon|46498|1
VEH-23067|Audi|A3|2016|Blanc nacre|Diesel|124528|84-NYO-793|Bordeaux|29037|7
VEH-23068|BMW|X3|2017|Beige sable|Electrique|13914|12-MGR-181|Aix-en-Provence|54784|6
VEH-23069|Citroen|C4|2019|Vert olive|GPL|24649|74-BIC-781|Valence|49890|4
VEH-23070|BMW|X1|2022|Bleu intense|Hybride|120788|46-VGB-858|Le Havre|50578|3
VEH-23071|Citroen|C5 Aircross|2024|Blanc nacre|Essence|35245|20-UGW-727|Limoges|39074|7
VEH-23072|Fiat|500|2020|Bleu intense|Diesel|113369|73-EUU-326|Angers|14066|3
VEH-23073|BMW|X3|2024|Vert olive|Diesel|28270|61-WZW-448|Aix-en-Provence|43529|7
VEH-23074|Volkswagen|T-Roc|2017|Violet royal|Essence|75912|77-JBC-740|Brest|51353|6
VEH-23075|Opel|Mokka|2023|Orange fusion|Diesel|134462|12-NAD-495|Le Mans|35171|1
VEH-23076|Audi|A1|2020|Blanc nacre|Essence|164369|66-ZLX-426|Clermont-Ferrand|59949|4
VEH-23077|Volkswagen|Golf|2016|Rouge flamme|Hybride|78191|41-DOB-102|Mulhouse|26217|3
VEH-23078|Fiat|500|2019|Rouge flamme|Diesel|173806|48-DBM-339|Grenoble|42874|7
VEH-23079|BMW|Serie 1|2023|Blanc nacre|Electrique|110649|60-RJQ-788|Perpignan|58055|7
VEH-23080|Nissan|Micra|2015|Gris platine|Electrique|74329|62-JIG-288|Reims|10897|4
VEH-23081|Citroen|C5 Aircross|2015|Argent|Essence|95002|75-MVA-204|Caen|11582|4
VEH-23082|Volkswagen|Polo|2016|Noir perla|Essence|173646|16-EPK-547|Annecy|45546|4
VEH-23083|Seat|Leon|2025|Argent|Essence|41558|18-SAN-357|Aix-en-Provence|27968|8
VEH-23084|Toyota|C-HR|2020|Rouge flamme|Diesel|20185|81-ITS-853|Mulhouse|55497|2
VEH-23085|Nissan|Micra|2022|Bleu intense|GPL|121104|93-HMW-110|Saint-Etienne|59158|7
VEH-23086|BMW|Serie 1|2018|Beige sable|GPL|136116|11-LOF-248|Nimes|39079|4
VEH-23087|Fiat|600|2020|Beige sable|Electrique|160004|89-QCK-673|Nantes|57833|3
VEH-23088|Toyota|RAV4|2017|Vert olive|Hybride|199221|61-EWY-263|Le Havre|43586|5
VEH-23089|Fiat|600|2024|Bleu intense|Electrique|187939|11-UVR-135|Valence|45067|4
VEH-23090|Peugeot|3008|2019|Blanc nacre|Essence|17828|67-CPT-624|Grenoble|31254|3
VEH-23091|Fiat|Panda|2017|Beige sable|Diesel|120138|70-KOW-342|Nice|50434|6
VEH-23092|Opel|Grandland|2022|Orange fusion|Hybride|56862|86-OOM-672|Brest|41331|6
VEH-23093|Citroen|C3|2023|Orange fusion|GPL|91131|10-RNH-287|Caen|14033|2
VEH-23094|Dacia|Sandero|2024|Argent|Electrique|71155|45-IWO-812|Paris|36868|3
VEH-23095|Seat|Arona|2024|Beige sable|Electrique|191065|76-FZM-609|Paris|13426|4
VEH-23096|Opel|Corsa|2024|Bleu intense|Electrique|88740|63-BDX-706|Clermont-Ferrand|56853|8
VEH-23097|Mini|Cooper|2016|Argent|Hybride|48247|36-OLE-434|Le Havre|17209|5
VEH-23098|Dacia|Duster|2025|Argent|Electrique|12856|75-KEC-649|Tours|24529|3
VEH-23099|BMW|X3|2019|Beige sable|Hybride|45716|50-VPX-572|Montpellier|47814|7
VEH-23100|Mercedes|GLC|2015|Violet royal|GPL|145589|58-RQB-213|Toulouse|32157|4
VEH-23101|Kia|Niro|2022|Bleu intense|Diesel|62357|99-VAU-620|Lille|56282|8
VEH-23102|Mini|Countryman|2021|Bleu intense|Essence|188325|88-FWP-569|Nice|37651|7
VEH-23103|Toyota|Yaris Hybrid|2025|Rouge flamme|Diesel|173832|82-KMQ-159|Nice|28053|1
VEH-23104|Ford|Puma|2021|Bleu intense|Electrique|76287|84-ERR-312|Angers|34923|6
VEH-23105|Dacia|Spring|2017|Argent|Diesel|131528|13-RML-999|Paris|55211|4
VEH-23106|Peugeot|408|2021|Bleu intense|Essence|62682|19-JXU-388|Bordeaux|16816|8
VEH-23107|Volkswagen|Polo|2020|Rouge flamme|GPL|98990|88-IVM-283|Clermont-Ferrand|31138|4
VEH-23108|Fiat|600|2023|Violet royal|Diesel|11452|74-MUB-405|Le Mans|14725|3
VEH-23109|Toyota|Yaris Hybrid|2018|Rouge flamme|Diesel|136126|31-QQD-382|Aix-en-Provence|27742|2
VEH-23110|Toyota|Corolla|2021|Bleu intense|Diesel|96181|88-MKI-558|Nice|54328|1
VEH-23111|Fiat|Tipo|2020|Orange fusion|GPL|181770|49-QRB-477|Marseille|15205|8
VEH-23112|Ford|Puma|2024|Bleu intense|GPL|88911|30-XPI-833|Montpellier|14155|1
VEH-23113|Hyundai|Kona|2019|Beige sable|GPL|148578|55-TGM-615|Aix-en-Provence|45193|4
VEH-23114|Peugeot|308|2024|Blanc nacre|Electrique|21273|46-ZSR-219|Caen|19965|6
VEH-23115|Peugeot|308|2018|Blanc nacre|Electrique|139185|92-QIK-500|Toulon|55915|8
VEH-23116|Fiat|Panda|2025|Noir perla|GPL|192197|25-LCP-124|Dijon|16429|6
VEH-23117|Audi|Q3|2021|Violet royal|Hybride|14988|66-KHM-236|Besancon|38037|3
VEH-23118|Citroen|C4|2021|Beige sable|Diesel|158419|72-ZOV-916|Rouen|17415|6
VEH-23119|Fiat|Tipo|2020|Beige sable|Diesel|82984|78-XKA-764|Brest|27889|8
VEH-23120|Hyundai|i20|2023|Vert olive|GPL|89103|27-EPP-706|Le Mans|9520|7
VEH-23121|Mercedes|Classe A|2023|Blanc nacre|Electrique|56524|46-CIP-372|Reims|35911|8
VEH-23122|Ford|Mustang Mach-E|2020|Bleu intense|Hybride|95370|57-CAU-909|Toulouse|47338|4
VEH-23123|Toyota|Corolla|2024|Gris platine|Hybride|53127|12-ATB-795|Tours|51392|3
VEH-23124|Volkswagen|ID.3|2016|Rouge flamme|Essence|94137|98-ZCA-338|Le Mans|44116|6
VEH-23125|Hyundai|Tucson|2018|Bleu intense|GPL|12173|65-HHO-331|Reims|9448|4
VEH-23126|Renault|Megane E-Tech|2023|Argent|Electrique|40073|56-FLE-883|Valence|52571|1
VEH-23127|Opel|Grandland|2024|Argent|GPL|155210|77-ZWV-427|Villeurbanne|53383|7
VEH-23128|Kia|Sportage|2022|Bleu intense|GPL|31240|35-MFB-797|Metz|33410|4
VEH-23129|Hyundai|i20|2025|Argent|Hybride|185442|73-TAJ-461|Annecy|52732|8
VEH-23130|Mini|Clubman|2023|Orange fusion|Essence|65986|89-ROC-848|Villeurbanne|30675|1
VEH-23131|Volkswagen|Tiguan|2015|Violet royal|GPL|114551|81-QOZ-469|Limoges|15067|2
VEH-23132|Toyota|Corolla|2017|Bleu intense|GPL|8251|66-NTS-901|Caen|27363|6
VEH-23133|Dacia|Duster|2018|Vert olive|Essence|109550|32-BPN-226|Valence|30976|2
VEH-23134|Mini|Clubman|2017|Bleu intense|Essence|167673|21-YYZ-302|Strasbourg|40950|5
VEH-23135|Ford|Mustang Mach-E|2023|Argent|Hybride|13602|76-YQD-858|Toulon|10603|1
VEH-23136|Citroen|C3|2019|Beige sable|Diesel|27784|98-TRI-705|Grenoble|47137|3
VEH-23137|Fiat|500|2021|Vert olive|Essence|121341|69-SXZ-866|Strasbourg|50296|8
VEH-23138|Dacia|Jogger|2025|Noir perla|Electrique|179277|79-ZLH-690|Marseille|37064|7
VEH-23139|Peugeot|5008|2023|Bleu intense|Essence|96130|41-UGQ-566|Perpignan|21899|3
VEH-23140|BMW|Serie 1|2025|Beige sable|Diesel|119077|75-ZKW-332|Amiens|35014|6
VEH-23141|Dacia|Duster|2015|Bleu intense|Hybride|102812|48-WKQ-151|Besancon|13974|3
VEH-23142|Kia|Picanto|2015|Orange fusion|Essence|199175|10-OTP-871|Angers|18743|1
VEH-23143|Ford|Puma|2018|Noir perla|Hybride|33033|13-LFY-285|Montpellier|20825|3
VEH-23144|Toyota|RAV4|2024|Noir perla|GPL|146445|90-HUC-306|Caen|56872|4
VEH-23145|Hyundai|i20|2021|Vert olive|Essence|25788|88-VVH-581|Tours|14448|6
VEH-23146|Ford|Mustang Mach-E|2021|Rouge flamme|Essence|188642|69-QOK-262|Tours|41475|6
VEH-23147|Fiat|600|2021|Beige sable|Essence|103157|33-TXR-452|Valence|18917|3
VEH-23148|Citroen|C5 Aircross|2025|Vert olive|Hybride|163838|57-KXF-144|Le Havre|23371|3
VEH-23149|Seat|Arona|2015|Orange fusion|Essence|139346|97-IVY-563|Toulon|13221|7
VEH-23150|Peugeot|408|2023|Orange fusion|Electrique|108650|80-PCU-865|Montpellier|37350|3
VEH-23151|Mercedes|Classe A|2023|Beige sable|Electrique|190550|17-BAW-257|Mulhouse|52932|7
VEH-23152|Audi|A1|2023|Blanc nacre|Hybride|38135|66-YHX-325|Grenoble|34155|8
VEH-23153|Peugeot|408|2024|Gris platine|Diesel|59996|58-XWM-126|Clermont-Ferrand|16593|5
VEH-23154|Volkswagen|T-Roc|2025|Violet royal|GPL|14378|27-WWW-365|Nantes|26649|4
VEH-23155|Peugeot|2008|2024|Beige sable|Essence|150782|69-PKK-195|Grenoble|50426|3
VEH-23156|Citroen|C3|2018|Argent|Diesel|142139|82-OCJ-333|Saint-Etienne|23107|6
VEH-23157|Toyota|Corolla|2021|Rouge flamme|Diesel|129415|48-EXM-465|Montpellier|47838|6
VEH-23158|Toyota|Corolla|2020|Argent|Diesel|147018|17-QXE-164|Marseille|53235|8
VEH-23159|Renault|Kadjar|2020|Noir perla|Diesel|85126|42-FON-374|Le Mans|59863|3
VEH-23160|Toyota|Corolla|2023|Orange fusion|Hybride|144891|71-GVL-951|Villeurbanne|58269|5
VEH-23161|Ford|Fiesta|2024|Violet royal|Hybride|155335|45-HLB-516|Reims|50873|2
VEH-23162|Renault|Arkana|2022|Bleu intense|GPL|45282|16-VCC-299|Hyeres|20474|6
VEH-23163|Peugeot|208|2025|Orange fusion|Diesel|37953|81-HTR-949|Rouen|36160|1
VEH-23164|Seat|Ateca|2024|Beige sable|GPL|41445|32-YYZ-557|Dijon|13696|1
VEH-23165|Hyundai|Kona|2019|Noir perla|Diesel|182413|82-XIE-165|Besancon|45543|5
VEH-23166|Peugeot|3008|2020|Violet royal|Hybride|150495|23-XTL-575|Nice|55208|7
VEH-23167|Kia|Niro|2022|Noir perla|Hybride|87226|79-IME-688|Hyeres|22384|4
VEH-23168|Toyota|RAV4|2025|Vert olive|Hybride|120566|33-WCQ-119|Besancon|58175|4
VEH-23169|Citroen|C4|2023|Gris platine|Hybride|97303|68-NKW-309|Tours|23179|8
